Word,Syllables,Syllable Occurrence Counts,Bigrams,Bigram Occurrence Counts,Zipf
gezelschap,"['x@', ""'zEl"", 'sxAp']","[587329.0, 3721.0, 11455.0]","['ge', 'ez', 'ze', 'el', 'ls', 'sc', 'ch', 'ha', 'ap']","[3692145.0, 100963.0, 1671440.0, 4671207.0, 114609.0, 1079447.0, 1999086.0, 1299761.0, 270616.0]",4.563405857252806
bus,"[""'b}s""]",[3079.0],"['bu', 'us']","[200521.0, 727825.0]",4.808208553377783
lezers,,[],"['le', 'ez', 'ze', 'er', 'rs']","[4397946.0, 100963.0, 1671440.0, 6799370.0, 834594.0]",3.492222894023161
groten,,[],"['gr', 'ro', 'ot', 'te', 'en']","[789301.0, 1417238.0, 1595020.0, 3522714.0, 8542439.0]",3.3286301804664533
getale,,[],"['ge', 'et', 'ta', 'al', 'le']","[3692145.0, 1684914.0, 892070.0, 2558689.0, 4397946.0]",2.3968950120249795
bezwaar,"['b@', ""'zwar""]","[395542.0, 4885.0]","['be', 'ez', 'zw', 'wa', 'aa', 'ar']","[2443609.0, 100963.0, 26656.0, 409327.0, 2730922.0, 1754491.0]",4.314066210088722
schrijnende,,[],"['sc', 'ch', 'hr', 'ri', 'ij', 'jn', 'ne', 'en', 'nd', 'de']","[1079447.0, 1999086.0, 36490.0, 1787712.0, 1639122.0, 79695.0, 1475977.0, 8542439.0, 2576478.0, 2559661.0]",2.3097448363060797
situatie,"['si', 'ty', ""'wa"", 'tsi']","[42927.0, 14375.0, 61687.0, 58762.0]","['si', 'it', 'tu', 'ua', 'at', 'ti', 'ie']","[1091620.0, 333345.0, 118674.0, 213527.0, 996808.0, 1353437.0, 2076673.0]",4.844616696245674
waaraan,"['war', ""'an""]","[121813.0, 203682.0]","['wa', 'aa', 'ar', 'ra', 'aa', 'an']","[409327.0, 2730922.0, 1754491.0, 2220035.0, 2730922.0, 4143386.0]",4.1278240335896745
nederlandse,,[],"['ne', 'ed', 'de', 'er', 'rl', 'la', 'an', 'nd', 'ds', 'se']","[1475977.0, 636500.0, 2559661.0, 6799370.0, 344538.0, 2444604.0, 4143386.0, 2576478.0, 357110.0, 763112.0]",3.295021579485373
politiek,"['po', 'li', ""'tik""]","[26918.0, 135465.0, 3955.0]","['po', 'ol', 'li', 'it', 'ti', 'ie', 'ek']","[490468.0, 2233880.0, 3369152.0, 333345.0, 1353437.0, 2076673.0, 762098.0]",4.486157675888785
nauwelijks,"[""'nM"", 'w@', 'l@ks']","[66024.0, 34449.0, 3126.0]","['na', 'au', 'uw', 'we', 'el', 'li', 'ij', 'jk', 'ks']","[523332.0, 611780.0, 98896.0, 1965886.0, 4671207.0, 3369152.0, 1639122.0, 518095.0, 117147.0]",4.516270888727883
doet,,[],"['do', 'oe', 'et']","[394555.0, 837795.0, 1684914.0]",5.918104441645213
dagen,"[""'da"", 'G@']","[23990.0, 450488.0]","['da', 'ag', 'ge', 'en']","[1096946.0, 400262.0, 3692145.0, 8542439.0]",5.458929724249522
meest,"[""'mest""]",[5274.0],"['me', 'ee', 'es', 'st']","[1659354.0, 944702.0, 1784615.0, 2307098.0]",4.7669536690046925
succesvolle,,[],"['su', 'uc', 'cc', 'ce', 'es', 'sv', 'vo', 'ol', 'll', 'le']","[38749.0, 94927.0, 33482.0, 173200.0, 1784615.0, 39865.0, 2123358.0, 2233880.0, 2754440.0, 4397946.0]",3.7884716177411604
nederland,,[],"['ne', 'ed', 'de', 'er', 'rl', 'la', 'an', 'nd']","[1475977.0, 636500.0, 2559661.0, 6799370.0, 344538.0, 2444604.0, 4143386.0, 2576478.0]",3.4793539678338403
toezicht,"[""'tu"", 'zIxt']","[45349.0, 1006.0]","['to', 'oe', 'ez', 'zi', 'ic', 'ch', 'ht']","[2236591.0, 837795.0, 100963.0, 123482.0, 911860.0, 1999086.0, 373636.0]",3.900809443332579
accountants,,[],"['ac', 'cc', 'co', 'ou', 'un', 'nt', 'ta', 'an', 'nt', 'ts']","[404620.0, 33482.0, 488809.0, 846499.0, 125750.0, 1477178.0, 892070.0, 4143386.0, 1477178.0, 235160.0]",2.9465669338932536
ter,"[""'tEr""]",[3959.0],"['te', 'er']","[3522714.0, 6799370.0]",4.88222919418139
regionale,,[],"['re', 'eg', 'gi', 'io', 'on', 'na', 'al', 'le']","[1607974.0, 1125580.0, 669114.0, 757588.0, 2451854.0, 523332.0, 2558689.0, 4397946.0]",3.3968950120249795
problemen,,[],"['pr', 'ro', 'ob', 'bl', 'le', 'em', 'me', 'en']","[242781.0, 1417238.0, 95880.0, 152155.0, 4397946.0, 924741.0, 1659354.0, 8542439.0]",5.362994060162091
zoals,"['zo', ""'wAls""]","[53835.0, 32111.0]","['zo', 'oa', 'al', 'ls']","[40239.0, 24840.0, 2558689.0, 114609.0]",5.8607337277688885
antillen,,[],"['an', 'nt', 'ti', 'il', 'll', 'le', 'en']","[4143386.0, 1477178.0, 1353437.0, 2591190.0, 2754440.0, 4397946.0, 8542439.0]",2.531593585922436
pillen,"[""'pI"", 'l@']","[3341.0, 393640.0]","['pi', 'il', 'll', 'le', 'en']","[1566256.0, 2591190.0, 2754440.0, 4397946.0, 8542439.0]",4.443992797049151
blauwe,,[],"['bl', 'la', 'au', 'uw', 'we']","[152155.0, 2444604.0, 611780.0, 98896.0, 1965886.0]",4.684900206227797
poeders,,[],"['po', 'oe', 'ed', 'de', 'er', 'rs']","[490468.0, 837795.0, 636500.0, 2559661.0, 6799370.0, 834594.0]",2.531593585922436
ingevoerd,"[""'IN"", 'G@', 'vurt']","[4116.0, 450488.0, 104.0]","['in', 'ng', 'ge', 'ev', 'vo', 'oe', 'er', 'rd']","[2264626.0, 2927082.0, 3692145.0, 317289.0, 2123358.0, 837795.0, 6799370.0, 823655.0]",3.372535666165535
haalt,,[],"['ha', 'aa', 'al', 'lt']","[1299761.0, 2730922.0, 2558689.0, 1858662.0]",4.749428333452592
zo,"[""'zo""]",[198167.0],['zo'],[40239.0],6.580762489177145
complete,,[],"['co', 'om', 'mp', 'pl', 'le', 'et', 'te']","[488809.0, 2473734.0, 51276.0, 97171.0, 4397946.0, 1684914.0, 3522714.0]",4.043922148869465
bouwsel,"[""'bMw"", 's@l']","[3800.0, 5860.0]","['bo', 'ou', 'uw', 'ws', 'se', 'el']","[1606593.0, 846499.0, 98896.0, 37683.0, 763112.0, 4671207.0]",2.0544723312027733
verband,"['v@r', ""'bAnt""]","[457605.0, 4939.0]","['ve', 'er', 'rb', 'ba', 'an', 'nd']","[1767776.0, 6799370.0, 87286.0, 584273.0, 4143386.0, 2576478.0]",4.399649947745477
vorig,"[""'vo"", 'r@x']","[6774.0, 9608.0]","['vo', 'or', 'ri', 'ig']","[2123358.0, 2597583.0, 1787712.0, 960409.0]",4.549183356408037
jaar,"[""'jar""]",[36705.0],"['ja', 'aa', 'ar']","[1312625.0, 2730922.0, 1754491.0]",5.878624208984995
dertig,"[""'dEr"", 't@x']","[8243.0, 55061.0]","['de', 'er', 'rt', 'ti', 'ig']","[2559661.0, 6799370.0, 1154116.0, 1353437.0, 960409.0]",4.507790671249811
dossiers,,[],"['do', 'os', 'ss', 'si', 'ie', 'er', 'rs']","[394555.0, 588208.0, 1070262.0, 1091620.0, 2076673.0, 6799370.0, 834594.0]",4.260217872145436
allemaal,"['A', 'l@', ""'mal""]","[130421.0, 393640.0, 67069.0]","['al', 'll', 'le', 'em', 'ma', 'aa', 'al']","[2558689.0, 2754440.0, 4397946.0, 924741.0, 957657.0, 2730922.0, 2558689.0]",5.9075862247180435
gekoppeld,"['x@', ""'kO"", 'p@lt']","[587329.0, 11073.0, 163.0]","['ge', 'ek', 'ko', 'op', 'pp', 'pe', 'el', 'ld']","[3692145.0, 762098.0, 466342.0, 976321.0, 297911.0, 1062538.0, 4671207.0, 840998.0]",3.4826071252315622
actiegroep,"[""'Ak"", 'si', 'Grup']","[2443.0, 42927.0, 109.0]","['ac', 'ct', 'ti', 'ie', 'eg', 'gr', 'ro', 'oe', 'ep']","[404620.0, 116688.0, 1353437.0, 2076673.0, 1125580.0, 789301.0, 1417238.0, 837795.0, 189025.0]",2.2585923138586983
nieuw,"[""'niw""]",[10033.0],"['ni', 'ie', 'eu', 'uw']","[638298.0, 2076673.0, 135956.0, 98896.0]",5.074999343477336
probleem,"['pro', ""'blem""]","[43197.0, 15041.0]","['pr', 'ro', 'ob', 'bl', 'le', 'ee', 'em']","[242781.0, 1417238.0, 95880.0, 152155.0, 4397946.0, 944702.0, 924741.0]",5.530056361387585
natuur,"['na', ""'tyr""]","[56112.0, 29872.0]","['na', 'at', 'tu', 'uu', 'ur']","[523332.0, 996808.0, 118674.0, 78760.0, 346154.0]",4.42738433417288
waterland,"[""'wa"", 't@r', 'lAnt']","[61687.0, 199618.0, 3744.0]","['wa', 'at', 'te', 'er', 'rl', 'la', 'an', 'nd']","[409327.0, 996808.0, 3522714.0, 6799370.0, 344538.0, 2444604.0, 4143386.0, 2576478.0]",
race,"[""'res""]",[1251.0],"['ra', 'ac', 'ce']","[2220035.0, 404620.0, 173200.0]",4.416954805953948
eindigde,,[],"['ei', 'in', 'nd', 'di', 'ig', 'gd', 'de']","[2483878.0, 2264626.0, 2576478.0, 1050254.0, 960409.0, 109191.0, 2559661.0]",3.802660358208974
olympisch,"['o', ""'lIm"", 'pis']","[33065.0, 86.0, 5346.0]","['ol', 'ly', 'ym', 'mp', 'pi', 'is', 'sc', 'ch']","[2233880.0, 78238.0, 69066.0, 51276.0, 1566256.0, 3439538.0, 1079447.0, 1999086.0]",3.118930320429692
paard,"[""'part""]",[3734.0],"['pa', 'aa', 'ar', 'rd']","[319786.0, 2730922.0, 1754491.0, 823655.0]",4.918746028007153
als,"[""'Als""]",[277569.0],"['al', 'ls']","[2558689.0, 114609.0]",6.798596258708725
bij,,[],"['bi', 'ij']","[743491.0, 1639122.0]",6.388262069533971
openbare,,[],"['op', 'pe', 'en', 'nb', 'ba', 'ar', 're']","[976321.0, 1062538.0, 8542439.0, 79637.0, 584273.0, 1754491.0, 1607974.0]",4.086284602533144
debat,"['d@', ""'bAt""]","[515645.0, 3954.0]","['de', 'eb', 'ba', 'at']","[2559661.0, 154238.0, 584273.0, 996808.0]",3.7569028676482987
duidelijk,"[""'dL"", 'd@', 'l@k']","[14168.0, 515645.0, 181254.0]","['du', 'ui', 'id', 'de', 'el', 'li', 'ij', 'jk']","[161799.0, 687028.0, 469631.0, 2559661.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",5.228881063275896
wat,,[],"['wa', 'at']","[409327.0, 996808.0]",7.037332177070513
bedoeling,"['b@', ""'du"", 'lIN']","[395542.0, 5678.0, 24250.0]","['be', 'ed', 'do', 'oe', 'el', 'li', 'in', 'ng']","[2443609.0, 636500.0, 394555.0, 837795.0, 4671207.0, 3369152.0, 2264626.0, 2927082.0]",4.591283197194315
werkt,,[],"['we', 'er', 'rk', 'kt']","[1965886.0, 6799370.0, 2174749.0, 179298.0]",5.428817347427382
twaalf,"[""'twalf""]",[2063.0],"['tw', 'wa', 'aa', 'al', 'lf']","[57710.0, 409327.0, 2730922.0, 2558689.0, 34029.0]",4.66385327545348
per,"[""'pEr""]",[7999.0],"['pe', 'er']","[1062538.0, 6799370.0]",5.2111426077569
uur,"[""'yr""]",[15778.0],"['uu', 'ur']","[78760.0, 346154.0]",5.53874369128912
eigen,"[""'K"", 'G@']","[40313.0, 450488.0]","['ei', 'ig', 'ge', 'en']","[2483878.0, 960409.0, 3692145.0, 8542439.0]",5.547707252281344
bestaan,"['b@', ""'stan""]","[395542.0, 23670.0]","['be', 'es', 'st', 'ta', 'aa', 'an']","[2443609.0, 1784615.0, 2307098.0, 892070.0, 2730922.0, 4143386.0]",4.752050364853886
bruid,"[""'brLt""]",[1076.0],"['br', 'ru', 'ui', 'id']","[191839.0, 1082518.0, 687028.0, 469631.0]",4.321644059605787
india,,[],"['in', 'nd', 'di', 'ia']","[2264626.0, 2576478.0, 1050254.0, 112581.0]",3.359823700649397
groeperingen,,[],"['gr', 'ro', 'oe', 'ep', 'pe', 'er', 'ri', 'in', 'ng', 'ge', 'en']","[789301.0, 1417238.0, 837795.0, 189025.0, 1062538.0, 6799370.0, 1787712.0, 2264626.0, 2927082.0, 3692145.0, 8542439.0]",3.063072502964691
binnen,"[""'bI"", 'n@']","[37833.0, 266696.0]","['bi', 'in', 'nn', 'ne', 'en']","[743491.0, 2264626.0, 746302.0, 1475977.0, 8542439.0]",5.827072718600453
kerk,"[""'kErk""]",[4082.0],"['ke', 'er', 'rk']","[3143026.0, 6799370.0, 2174749.0]",4.896707017550013
bestrijden,"['b@', ""'strK"", 'd@']","[395542.0, 1335.0, 515645.0]","['be', 'es', 'st', 'tr', 'ri', 'ij', 'jd', 'de', 'en']","[2443609.0, 1784615.0, 2307098.0, 1199332.0, 1787712.0, 1639122.0, 163477.0, 2559661.0, 8542439.0]",3.9318436770725476
bekendheid,"['b@', ""'kEnt"", 'hKt']","[395542.0, 4835.0, 47042.0]","['be', 'ek', 'ke', 'en', 'nd', 'dh', 'he', 'ei', 'id']","[2443609.0, 762098.0, 3143026.0, 8542439.0, 2576478.0, 6927.0, 822995.0, 2483878.0, 469631.0]",3.2006003668810115
macht,"[""'mAxt""]",[3701.0],"['ma', 'ac', 'ch', 'ht']","[957657.0, 404620.0, 1999086.0, 373636.0]",4.920641478836544
tijdrovende,,[],"['ti', 'ij', 'jd', 'dr', 'ro', 'ov', 've', 'en', 'nd', 'de']","[1353437.0, 1639122.0, 163477.0, 486140.0, 1417238.0, 145547.0, 1767776.0, 8542439.0, 2576478.0, 2559661.0]",1.957562318194717
procedure,"['pro', 's@', ""'dy"", 'r@']","[43197.0, 84912.0, 5698.0, 255397.0]","['pr', 'ro', 'oc', 'ce', 'ed', 'du', 'ur', 're']","[242781.0, 1417238.0, 270017.0, 173200.0, 636500.0, 161799.0, 346154.0, 1607974.0]",4.069832086611988
klassieke,,[],"['kl', 'la', 'as', 'ss', 'si', 'ie', 'ek', 'ke']","[549706.0, 2444604.0, 504791.0, 1070262.0, 1091620.0, 2076673.0, 762098.0, 3143026.0]",3.848262715893592
animatie,"['a', 'ni', ""'ma"", 'tsi']","[26702.0, 18731.0, 67142.0, 58762.0]","['an', 'ni', 'im', 'ma', 'at', 'ti', 'ie']","[4143386.0, 638298.0, 1019572.0, 957657.0, 996808.0, 1353437.0, 2076673.0]",2.786866091025742
pubers,,[],"['pu', 'ub', 'be', 'er', 'rs']","[45003.0, 648428.0, 2443609.0, 6799370.0, 834594.0]",2.89957037121703
straat,"[""'strat""]",[4681.0],"['st', 'tr', 'ra', 'aa', 'at']","[2307098.0, 1199332.0, 2220035.0, 2730922.0, 996808.0]",4.997867907711727
zorgen,"[""'zOr"", 'G@']","[20241.0, 450488.0]","['zo', 'or', 'rg', 'ge', 'en']","[40239.0, 2597583.0, 709881.0, 3692145.0, 8542439.0]",5.620084056104832
overlast,"[""'o"", 'v@r', 'lAst']","[193944.0, 457605.0, 226.0]","['ov', 've', 'er', 'rl', 'la', 'as', 'st']","[145547.0, 1767776.0, 6799370.0, 344538.0, 2444604.0, 504791.0, 2307098.0]",3.438287697183205
broodje,"[""'brot"", 'j@']","[2075.0, 145311.0]","['br', 'ro', 'oo', 'od', 'dj', 'je']","[191839.0, 1417238.0, 3901750.0, 193327.0, 16143.0, 913788.0]",4.102914134753178
belegd,,[],"['be', 'el', 'le', 'eg', 'gd']","[2443609.0, 4671207.0, 4397946.0, 1125580.0, 109191.0]",2.9237040509337495
kaas,"[""'kas""]",[1034.0],"['ka', 'aa', 'as']","[424843.0, 2730922.0, 504791.0]",4.3555023268667545
ham,"[""'hAm""]",[954.0],"['ha', 'am']","[1299761.0, 930317.0]",4.017315012404016
duizend,"[""'dL"", 'z@nt']","[14168.0, 4002.0]","['du', 'ui', 'iz', 'ze', 'en', 'nd']","[161799.0, 687028.0, 102177.0, 1671440.0, 8542439.0, 2576478.0]",4.602493026108304
arbeiders,,[],"['ar', 'rb', 'be', 'ei', 'id', 'de', 'er', 'rs']","[1754491.0, 87286.0, 2443609.0, 2483878.0, 469631.0, 2559661.0, 6799370.0, 834594.0]",3.9272111586754423
werken,"[""'wEr"", 'k@']","[19971.0, 342563.0]","['we', 'er', 'rk', 'ke', 'en']","[1965886.0, 6799370.0, 2174749.0, 3143026.0, 8542439.0]",5.4831901144066055
bedrijf,"['b@', ""'drKf""]","[395542.0, 3396.0]","['be', 'ed', 'dr', 'ri', 'ij', 'jf']","[2443609.0, 636500.0, 486140.0, 1787712.0, 1639122.0, 33465.0]",4.862007359271627
tegenover,"['te', 'G@', ""'o"", 'v@r']","[23957.0, 450488.0, 193944.0, 457605.0]","['te', 'eg', 'ge', 'en', 'no', 'ov', 've', 'er']","[3522714.0, 1125580.0, 3692145.0, 8542439.0, 847517.0, 145547.0, 1767776.0, 6799370.0]",4.505337023582539
station,"['stA', ""'tSOn""]","[4150.0, 1300.0]","['st', 'ta', 'at', 'ti', 'io', 'on']","[2307098.0, 892070.0, 996808.0, 1353437.0, 757588.0, 2451854.0]",4.444346889593759
anke,,[],"['an', 'nk', 'ke']","[4143386.0, 476574.0, 3143026.0]",2.5859512482450286
plant,"[""'plAnt""]",[536.0],"['pl', 'la', 'an', 'nt']","[97171.0, 2444604.0, 4143386.0, 1477178.0]",4.064772287842585
gieter,"[""'xi"", 't@r']","[1838.0, 199618.0]","['gi', 'ie', 'et', 'te', 'er']","[669114.0, 2076673.0, 1684914.0, 3522714.0, 6799370.0]",2.531593585922436
wijnglazen,,[],"['wi', 'ij', 'jn', 'ng', 'gl', 'la', 'az', 'ze', 'en']","[658045.0, 1639122.0, 79695.0, 2927082.0, 403015.0, 2444604.0, 35320.0, 1671440.0, 8542439.0]",2.531593585922436
bovenste,,[],"['bo', 'ov', 've', 'en', 'ns', 'st', 'te']","[1606593.0, 145547.0, 1767776.0, 8542439.0, 612425.0, 2307098.0, 3522714.0]",3.9531975127922667
plank,"[""'plANk""]",[655.0],"['pl', 'la', 'an', 'nk']","[97171.0, 2444604.0, 4143386.0, 476574.0]",4.046583818989723
keukenkastje,,[],"['ke', 'eu', 'uk', 'ke', 'en', 'nk', 'ka', 'as', 'st', 'tj', 'je']","[3143026.0, 135956.0, 56724.0, 3143026.0, 8542439.0, 476574.0, 424843.0, 504791.0, 2307098.0, 104770.0, 913788.0]",2.1336535772503984
moedige,,[],"['mo', 'oe', 'ed', 'di', 'ig', 'ge']","[1055897.0, 837795.0, 636500.0, 1050254.0, 960409.0, 3692145.0]",3.7754580753565126
trimmers,,[],"['tr', 'ri', 'im', 'mm', 'me', 'er', 'rs']","[1199332.0, 1787712.0, 1019572.0, 407998.0, 1659354.0, 6799370.0, 834594.0]",
bereikten,,[],"['be', 'er', 're', 'ei', 'ik', 'kt', 'te', 'en']","[2443609.0, 6799370.0, 1607974.0, 2483878.0, 157922.0, 179298.0, 3522714.0, 8542439.0]",3.1880112395729907
eindelijk,"[""'Kn"", 'd@', 'l@k']","[9383.0, 515645.0, 181254.0]","['ei', 'in', 'nd', 'de', 'el', 'li', 'ij', 'jk']","[2483878.0, 2264626.0, 2576478.0, 2559661.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",5.062049429507113
top,"[""'tOp""]",[2075.0],"['to', 'op']","[2236591.0, 976321.0]",4.557172506513336
berg,"[""'bErx""]",[1682.0],"['be', 'er', 'rg']","[2443609.0, 6799370.0, 709881.0]",4.531883019110025
maakte,,[],"['ma', 'aa', 'ak', 'kt', 'te']","[957657.0, 2730922.0, 762048.0, 179298.0, 3522714.0]",5.1106909124750795
diepe,,[],"['di', 'ie', 'ep', 'pe']","[1050254.0, 2076673.0, 189025.0, 1062538.0]",4.114414219264728
buiging,"[""'bL"", 'GIN']","[20592.0, 13776.0]","['bu', 'ui', 'ig', 'gi', 'in', 'ng']","[200521.0, 687028.0, 960409.0, 669114.0, 2264626.0, 2927082.0]",2.96828618358649
huishoudster,"[""'hLs"", 'hMt', 'st@r']","[39682.0, 1452.0, 6682.0]","['hu', 'ui', 'is', 'sh', 'ho', 'ou', 'ud', 'ds', 'st', 'te', 'er']","[187605.0, 687028.0, 3439538.0, 326786.0, 1237078.0, 846499.0, 671255.0, 357110.0, 2307098.0, 3522714.0, 6799370.0]",3.7964114089319723
tafel,"[""'ta"", 'f@l']","[21065.0, 6556.0]","['ta', 'af', 'fe', 'el']","[892070.0, 472535.0, 767992.0, 4671207.0]",4.9175571565231335
af,"[""'Af""]",[86276.0],['af'],[472535.0],5.936928560590879
vochtig,"[""'vOx"", 't@x']","[574.0, 55061.0]","['vo', 'oc', 'ch', 'ht', 'ti', 'ig']","[2123358.0, 270017.0, 1999086.0, 373636.0, 1353437.0, 960409.0]",3.5108383643318164
doekje,"[""'duk"", 'j@']","[446.0, 145311.0]","['do', 'oe', 'ek', 'kj', 'je']","[394555.0, 837795.0, 762098.0, 192716.0, 913788.0]",3.1408321618775217
stof,"[""'stOf""]",[1523.0],"['st', 'to', 'of']","[2307098.0, 2236591.0, 242332.0]",4.462712296514622
verwijderen,"['v@r', ""'wK"", 'd@', 'r@']","[457605.0, 14518.0, 515645.0, 255397.0]","['ve', 'er', 'rw', 'wi', 'ij', 'jd', 'de', 'er', 're', 'en']","[1767776.0, 6799370.0, 34493.0, 658045.0, 1639122.0, 163477.0, 2559661.0, 6799370.0, 1607974.0, 8542439.0]",4.16841568350961
zakenvrouw,"[""'za"", 'k@', 'vrMw']","[9408.0, 342563.0, 297.0]","['za', 'ak', 'ke', 'en', 'nv', 'vr', 'ro', 'ou', 'uw']","[308657.0, 762048.0, 3143026.0, 8542439.0, 112287.0, 62231.0, 1417238.0, 846499.0, 98896.0]",2.9352859234835647
droeg,,[],"['dr', 'ro', 'oe', 'eg']","[486140.0, 1417238.0, 837795.0, 1125580.0]",4.490953026212268
grijze,,[],"['gr', 'ri', 'ij', 'jz', 'ze']","[789301.0, 1787712.0, 1639122.0, 176535.0, 1671440.0]",3.9650967360919744
pantalon,"['pAn', 'ta', ""'lOn""]","[899.0, 11127.0, 605.0]","['pa', 'an', 'nt', 'ta', 'al', 'lo', 'on']","[319786.0, 4143386.0, 1477178.0, 892070.0, 2558689.0, 1188135.0, 2451854.0]",2.3968950120249795
voorstelling,"[""'vor"", 'stE', 'lIN']","[339085.0, 10438.0, 24250.0]","['vo', 'oo', 'or', 'rs', 'st', 'te', 'el', 'll', 'li', 'in', 'ng']","[2123358.0, 3901750.0, 2597583.0, 834594.0, 2307098.0, 3522714.0, 4671207.0, 2754440.0, 3369152.0, 2264626.0, 2927082.0]",4.094282885351124
keukenhof,,[],"['ke', 'eu', 'uk', 'ke', 'en', 'nh', 'ho', 'of']","[3143026.0, 135956.0, 56724.0, 3143026.0, 8542439.0, 66106.0, 1237078.0, 242332.0]",
jaarlijks,"[""'jar"", 'l@ks']","[36705.0, 3126.0]","['ja', 'aa', 'ar', 'rl', 'li', 'ij', 'jk', 'ks']","[1312625.0, 2730922.0, 1754491.0, 344538.0, 3369152.0, 1639122.0, 518095.0, 117147.0]",3.3286301804664533
druk,,[],"['dr', 'ru', 'uk']","[486140.0, 1082518.0, 56724.0]",5.312534643213693
bezocht,"['b@', ""'zOxt""]","[395542.0, 2393.0]","['be', 'ez', 'zo', 'oc', 'ch', 'ht']","[2443609.0, 100963.0, 40239.0, 270017.0, 1999086.0, 373636.0]",4.039449457618266
buitenlandse,,[],"['bu', 'ui', 'it', 'te', 'en', 'nl', 'la', 'an', 'nd', 'ds', 'se']","[200521.0, 687028.0, 333345.0, 3522714.0, 8542439.0, 49228.0, 2444604.0, 4143386.0, 2576478.0, 357110.0, 763112.0]",4.0579328633122795
toeristen,,[],"['to', 'oe', 'er', 'ri', 'is', 'st', 'te', 'en']","[2236591.0, 837795.0, 6799370.0, 1787712.0, 3439538.0, 2307098.0, 3522714.0, 8542439.0]",3.956475222553503
fotocamera's,,[],"['fo', 'ot', 'to', 'oc', 'ca', 'am', 'me', 'er', 'ra', ""a'"", ""'s""]","[116642.0, 1595020.0, 2236591.0, 270017.0, 177266.0, 930317.0, 1659354.0, 6799370.0, 2220035.0, 0, 0]",
garage,"['xa', ""'ra"", 'Z@']","[3053.0, 22473.0, 9943.0]","['ga', 'ar', 'ra', 'ag', 'ge']","[446758.0, 1754491.0, 2220035.0, 400262.0, 3692145.0]",4.461012511636729
beurt,"[""'b|rt""]",[1834.0],"['be', 'eu', 'ur', 'rt']","[2443609.0, 135956.0, 346154.0, 1154116.0]",4.618664791828971
periodieke,,[],"['pe', 'er', 'ri', 'io', 'od', 'di', 'ie', 'ek', 'ke']","[1062538.0, 6799370.0, 1787712.0, 757588.0, 193327.0, 1050254.0, 2076673.0, 762098.0, 3143026.0]",2.4346835729143796
keuring,"[""'k|"", 'rIN']","[6708.0, 21732.0]","['ke', 'eu', 'ur', 'ri', 'in', 'ng']","[3143026.0, 135956.0, 346154.0, 1787712.0, 2264626.0, 2927082.0]",3.071505670501554
kees,"[""'kes""]",[80.0],"['ke', 'ee', 'es']","[3143026.0, 944702.0, 1784615.0]",3.253129418157196
kocht,,[],"['ko', 'oc', 'ch', 'ht']","[466342.0, 270017.0, 1999086.0, 373636.0]",4.390932065051302
keurig,"[""'k|"", 'r@x']","[6708.0, 9608.0]","['ke', 'eu', 'ur', 'ri', 'ig']","[3143026.0, 135956.0, 346154.0, 1787712.0, 960409.0]",3.7284143298368613
bosje,"[""'bOs"", 'j@']","[2973.0, 145311.0]","['bo', 'os', 'sj', 'je']","[1606593.0, 588208.0, 241012.0, 913788.0]",3.1336535772503984
bloemen,"[""'blu"", 'm@']","[3665.0, 227160.0]","['bl', 'lo', 'oe', 'em', 'me', 'en']","[152155.0, 1188135.0, 837795.0, 924741.0, 1659354.0, 8542439.0]",4.661068640382059
doos,"[""'dos""]",[1919.0],"['do', 'oo', 'os']","[394555.0, 3901750.0, 588208.0]",4.579517138239619
bonbons,,[],"['bo', 'on', 'nb', 'bo', 'on', 'ns']","[1606593.0, 2451854.0, 79637.0, 1606593.0, 2451854.0, 612425.0]",3.20676067558583
sprookje,"[""'sprok"", 'j@']","[318.0, 145311.0]","['sp', 'pr', 'ro', 'oo', 'ok', 'kj', 'je']","[1518373.0, 242781.0, 1417238.0, 3901750.0, 155024.0, 192716.0, 913788.0]",3.7836371208955435
koning,"[""'ko"", 'nIN']","[81557.0, 24287.0]","['ko', 'on', 'ni', 'in', 'ng']","[466342.0, 2451854.0, 638298.0, 2264626.0, 2927082.0]",5.137903279363284
troon,"[""'tron""]",[1223.0],"['tr', 'ro', 'oo', 'on']","[1199332.0, 1417238.0, 3901750.0, 2451854.0]",4.079778196467544
niksen,"[""'nIk"", 's@']","[41.0, 84912.0]","['ni', 'ik', 'ks', 'se', 'en']","[638298.0, 157922.0, 117147.0, 763112.0, 8542439.0]",2.978751617264655
kleurde,,[],"['kl', 'le', 'eu', 'ur', 'rd', 'de']","[549706.0, 4397946.0, 135956.0, 346154.0, 823655.0, 2559661.0]",2.4694456791735915
details,,[],"['de', 'et', 'ta', 'ai', 'il', 'ls']","[2559661.0, 1684914.0, 892070.0, 444826.0, 2591190.0, 114609.0]",4.520746652992066
klein,"[""'klKn""]",[10256.0],"['kl', 'le', 'ei', 'in']","[549706.0, 4397946.0, 2483878.0, 2264626.0]",5.287823858856048
varkenshaar,"[""'vAr"", 'k@s', 'har']","[1405.0, 341.0, 368.0]","['va', 'ar', 'rk', 'ke', 'en', 'ns', 'sh', 'ha', 'aa', 'ar']","[313419.0, 1754491.0, 2174749.0, 3143026.0, 8542439.0, 612425.0, 326786.0, 1299761.0, 2730922.0, 1754491.0]",1.6565323225307358
