,Count
'a,38878.0
'sEk,1324.0
pOp,103.0
mat,1344.0
'st}lp,9.0
'blIk,2402.0
m@rs,453.0
skry,2.0
'brAt,2.0
Gant,20.0
'sLt,0.0
m}s,198.0
'stINkt,429.0
'Elft,0.0
'sort,9735.0
'strek,1408.0
'trul,7.0
'sla,19364.0
'rMw,526.0
'snO,107.0
'tIN,3.0
'vlEG,0.0
r@k,0.0
'blOkt,14.0
brA,3.0
'Gik,21.0
INs,1.0
'spAr,30.0
'Sunz,0.0
drIf,0.0
'xaz,0.0
'vKj,1.0
'sputs,0.0
k@z,4.0
dri,103.0
lMt,3.0
'sxIg,616.0
'pil,6.0
'plurt,55.0
fErf,19.0
'GO,24.0
'dElf,1.0
rakt,9.0
vrK,2233.0
m@m,66.0
'lers,11.0
Ges,0.0
Knt,46.0
rot,280.0
'dof,957.0
'SO,82.0
mir,41.0
'tarn,72.0
'zwev,0.0
'krImp,37.0
'hax,14.0
'ses,7.0
'xlA,13.0
tris,316.0
'wel,2081.0
'brus,0.0
'krEb,0.0
'xl}n,4.0
'wals,16.0
'rKgz,17.0
'veG,1.0
kl|n,26.0
xrOt,0.0
'pl|,72.0
kl}p,519.0
pOl,6.0
far,281.0
'tEsk,22.0
brI,0.0
'kwIn,2.0
've,6482.0
kAs,1615.0
ten,1.0
'knIs,5.0
'dAnt,2308.0
'Ik,1744067.0
'lOkt,187.0
'xAl,125.0
'sprIN,1334.0
_Ojnt,0.0
'flLs,284.0
'vurt,282.0
zam,4659.0
fArkt,31.0
'xrot,12211.0
stet,1.0
min,0.0
vEx,124.0
'nAndz,0.0
sm|,0.0
'stAmpt,12.0
dA,26.0
'kne,80.0
spat,0.0
nKt,16.0
x@n,0.0
'slOt,2338.0
'NAnt,0.0
jart,39.0
stra,3498.0
fEt,37.0
'klANk,64.0
'bem,8.0
v@nz,6.0
'zEn,1236.0
'kES,382.0
'vul,5636.0
'skAlt,0.0
'z|r,1076.0
'fOnd,0.0
'vOrt,96.0
mAf,0.0
frOj,9.0
sxars,0.0
pr)m,0.0
sImp,84.0
sam,1613.0
GANs,88.0
'twIN,13.0
br}G,4.0
plo,697.0
'Ext,72065.0
S},0.0
'pet,207.0
tEkt,50.0
sta,1352.0
rim,72.0
'vEl,3523.0
'lAj,0.0
'pols,28.0
'ir,0.0
Ze,11.0
hLts,136.0
'kult,27.0
'spok,760.0
'l}l,5615.0
'wInzd,14.0
bEnt,18.0
'klAmp,19.0
'snar,35.0
s<,43.0
'bOd,3.0
'wIz,6.0
'Ga,3386.0
'xrKns,143.0
strKk,1.0
'pErm,0.0
dunt,7.0
'stadz,129.0
xrO,5.0
'Em,1984.0
wan,652.0
'vest,0.0
tArt,9.0
'fAjl,216.0
j|r,66.0
'med,17.0
'h}lzd,1.0
wE,1563.0
kAst,1534.0
'm}nd,0.0
'lAnd,313.0
'lOf,1843.0
'slIkt,0.0
'bAlt,26.0
xrIn,0.0
gArt,104.0
blEk,95.0
'prLkt,0.0
'slAj,8.0
'strIkt,267.0
'kwE,269.0
'ji,409.0
'nAnz,0.0
'spEr,410.0
m}tst,0.0
'kIf,9.0
'tun,47826.0
'pAlm,142.0
'kob,1.0
'us,62.0
'la,88492.0
'spar,238.0
pE,349.0
flEs,150.0
z@ls,8.0
'ZAnt,2788.0
'SEn,6.0
bAx,0.0
'tEs,1228.0
vuts,1.0
vOlk,10.0
'brIt,24.0
torts,0.0
t|r,862.0
'lLt,2603.0
'r}Gd,9.0
GrI,2.0
'Om,295501.0
'flEt,1580.0
'frL,25.0
'Gol,77.0
'pMnt,2.0
'nalz,0.0
k@r,83721.0
'x}st,28.0
dIk,272.0
vIk,147.0
lIxt,1365.0
brag,2.0
tLm,0.0
wAk,4.0
'Olm,2.0
si,42927.0
wir,57.0
'dEmpt,14.0
GErst,0.0
hAj,22.0
buj,38.0
'dEk,667.0
'lem,24.0
h}lp,98.0
'klEts,842.0
'pan,17.0
'kIs,299.0
kwes,0.0
'strert,0.0
'bOndz,1.0
krAxt,1266.0
'pram,4.0
tos,0.0
wIS,5.0
bukt,51.0
'ned,0.0
vles,63.0
)r,0.0
'hit,31.0
wre,0.0
dur,0.0
tAt,22.0
'ANst,3115.0
vr}xt,9.0
'jIs,0.0
'nEst,550.0
'GEnt,9709.0
'beg,0.0
naj,0.0
'kOk,1149.0
'zut,614.0
'jAl,0.0
'pr|,0.0
'lok,168.0
sov,0.0
vIdz,0.0
'd|,261.0
'jat,111.0
'hOj,7790.0
'ap,1461.0
'zElt,449.0
flIkt,11.0
'zOrG,0.0
'prEt,588.0
'leN,2.0
'kOlt,119.0
'tSu,3.0
'GAn,650.0
'blInd,1.0
'dOnz,3.0
'fOp,13.0
'gI,9.0
'hum,2.0
staf,17.0
fet,6.0
'bidz,0.0
'vas,200.0
't}r,692.0
brAs,36.0
'zLx,18.0
'kOmst,900.0
'SKg,0.0
'j|xt,1387.0
'jM,74545.0
'm}n,388.0
'xruj,275.0
'dMn,162.0
'tOs,41.0
'sAld,0.0
sxAns,4.0
'vOrz,0.0
'f(,21.0
'buts,34.0
'pIn,447.0
blik,13.0
bot,781.0
tOrs,5.0
smak,37.0
xran,0.0
'lid,9.0
pO,92.0
k|r,439.0
xrut,3.0
'fEl,280.0
'klId,1.0
'vir,14640.0
'brIl,1072.0
'snA,3350.0
'smOts,0.0
'brAnS,98.0
'lun,91.0
hLt,86.0
spOt,40.0
xOt,2137.0
'Ern,1472.0
drOm,0.0
dju,0.0
'spek,130.0
frANk,0.0
Ix,1.0
'vlOk,3.0
f@nt,491.0
'dib,1.0
'GArs,0.0
SE,110.0
xAr,317.0
_@rs,2.0
Gra,806.0
'jOk,4.0
paz,0.0
Ge,5653.0
sk@,124.0
'}r,5.0
'jul,9.0
'gIm,0.0
'knO,476.0
sEkt,0.0
v@lt,100.0
vOlt,3.0
K,1055.0
'tEts,0.0
'bEf,12.0
nEg,22.0
hut,52.0
'sAns,6.0
'stEb,0.0
'krEn,42.0
fIlt,0.0
S}rt,23.0
'j|rz,1.0
'kyl,32.0
pOrd,0.0
'am,5232.0
dKkt,0.0
'pars,177.0
xlAs,57.0
kril,0.0
me,17751.0
sm}kt,8.0
'tsa,1.0
vAm,160.0
sxEn,4.0
sAm,72.0
sx}l,1.0
'Graf,1005.0
'Zul,0.0
mIdz,0.0
'smint,0.0
'mak,28836.0
'x},193.0
'nams,12.0
'blKf,25268.0
'tSAl,115.0
pErz,2.0
Ok,493.0
'stOv,6.0
'sik,503.0
djOp,0.0
'ent,393.0
'knuj,155.0
'knAr,61.0
'vars,8.0
hOnt,401.0
'S|,589.0
'kur,60.0
fer,44.0
'smAk,84.0
GEn,88.0
'strOt,313.0
'sOmp,0.0
los,7318.0
'klAG,0.0
bOrst,48.0
'tro,449.0
blOs,0.0
kost,2.0
'Gri,0.0
'wra,5.0
vlot,20.0
f}t,0.0
'tKt,50775.0
styrt,11.0
kOt,53.0
'sxoN,0.0
brik,108.0
'grO,10.0
tIst,0.0
'jEs,106.0
'r}f,16.0
rust,0.0
Z|,0.0
plOs,0.0
'lKks,403.0
'Gut,1205.0
trAnz,0.0
vIst,0.0
Oms,4.0
'rAl,5.0
'kwam,279.0
Sek,71.0
GM,0.0
'bl|r,0.0
'sp|,72.0
'pOmp,359.0
kult,2.0
'br|k,266.0
stEmt,0.0
xOl,0.0
'kInd,0.0
tINs,365.0
Ets,0.0
'loN,8.0
kwAt,10.0
dLf,55.0
'dOl,3200.0
'l}ks,299.0
tuN,0.0
pj@z,0.0
'art,1912.0
'drIl,43.0
'rE,15426.0
nOm,8.0
'pMs,554.0
'mil,467.0
plAn,768.0
kErs,76.0
kEr,3.0
'j|s,4580.0
'hKt,62.0
klKN,23.0
'wi,83118.0
zLx,0.0
'trIgdz,2.0
krat,3.0
'xnKs,0.0
stANk,1.0
'n|k,35.0
x}ts,0.0
'plyS,14.0
bEst,74.0
'fas,0.0
'sxrI,3144.0
'GOlft,8.0
hIp,0.0
'jans,10.0
rep,5.0
'r}bz,4.0
hElp,0.0
'hOm,5.0
'blKg,2720.0
drIn,29.0
'sprek,102.0
'tSErk,0.0
mEst,52.0
'kl}x,1.0
'sx|t,24.0
sxErp,109.0
kOr,581.0
nes,38.0
'f|t,2.0
'hArst,5.0
sIN,9857.0
put,78.0
hOv,0.0
'bK,47051.0
lKf,23.0
'draG,359.0
tr}k,38.0
'xlAn,24.0
'jMw,32133.0
'bOrm,0.0
bAjt,2.0
'prLg,0.0
'mons,4.0
'jEl,5.0
l@s,75293.0
'sxAnt,40.0
mO,31.0
GrOn,0.0
'nj),0.0
'sprLt,44.0
'pOl,370.0
'flit,0.0
'hos,3.0
'sxErf,39.0
'rAnd,1.0
sirs,0.0
p@nt,2184.0
plEk,100.0
spar,0.0
'lArk,17.0
'rEGd,1126.0
vOl,7885.0
kun,2.0
'pudz,6.0
fOk,1.0
Amt,8.0
krE,13.0
'dy,5698.0
tsa,1069.0
sxrOm,0.0
Gaft,0.0
'm},259.0
'vAg,379.0
'smIt,119.0
'kOrf,19.0
'dIzg,2.0
'Aj,63.0
b|l,3.0
GOl,6.0
'va,40891.0
bErk,0.0
lIG,0.0
strAk,0.0
'rKn,1493.0
'dEg,20.0
krIs,456.0
spAlt,6.0
sANk,8.0
lOts,0.0
'vlK,180.0
'Amdz,1.0
mun,0.0
nod,22.0
'fOt,1.0
'sxAf,6.0
tSArt,0.0
'stLkt,0.0
plat,558.0
'brots,0.0
'zeG,0.0
S@n,24.0
'sxot,2167.0
zIxt,1006.0
'Glif,0.0
'j|,133.0
'krAns,49.0
'skrin,24.0
'vOxt,708.0
'SEr,201.0
'tSem,1.0
xas,4.0
'sxOft,1313.0
'tren,2.0
'drE,84.0
'smul,236.0
'pje,66.0
'vremd,3.0
'pLN,0.0
vudz,0.0
'vIs,2392.0
'xrOx,12.0
'lANs,8453.0
'trof,0.0
'rut,199.0
em,0.0
'jONk,103.0
'tENg,1.0
zAjn,0.0
kINs,278.0
s}x,0.0
'fIr,388.0
stIp,475.0
sEp,2384.0
skrIp,3.0
'trIst,0.0
'ZAs,193.0
'l!,347.0
del,3994.0
loN,0.0
'stAj,6.0
slyw,0.0
'snEl,22220.0
b}z,0.0
kr),0.0
'sxIxt,7.0
'stup,380.0
'hLl,67.0
dEks,73.0
'wEG,6827.0
flM,397.0
nord,224.0
'brKn,727.0
'splIn,136.0
'hAg,27.0
n@nt,1061.0
'nEg,4.0
pj@,100.0
'flEts,12.0
sEns,1.0
'kr}l,44.0
'sm}k,0.0
'loft,629.0
'bOx,4.0
sEn,5363.0
'jEN,140.0
'mArl,0.0
gro,0.0
'Gif,0.0
'zwKm,9.0
'kruG,10.0
'Er,369340.0
kr}s,0.0
rKst,3.0
'xKt,357.0
jAt,592.0
'brOnst,1.0
'xirst,5.0
'kwKd,0.0
vEnt,0.0
'namt,1360.0
brys,2.0
'burs,12.0
'fI,305.0
Arms,0.0
'kly,339.0
'S}nt,1.0
'nAxt,16198.0
'trIp,402.0
'hef,49.0
spOj,1.0
'b}s,3079.0
reks,4.0
'_Em,4.0
'sxat,274.0
'stErt,0.0
xrEn,11.0
blIN,35.0
flA,44.0
wKn,78.0
'x}nst,896.0
'dErf,184.0
'lI,17160.0
'vIlt,46.0
'vlA,780.0
rIn,0.0
snLt,3.0
'fArm,81.0
'flMw,1055.0
najt,1.0
'strat,4681.0
GrAp,12.0
Got,0.0
'spud,20.0
'zaG,23.0
'zwi,21.0
'wAjz,0.0
sxrom,0.0
'sxum,8.0
'pAst,598.0
'rLts,0.0
'Zan,0.0
'tse,2.0
'v},1146.0
'strEks,0.0
'G|r,1.0
'spInt,27.0
'bun,7.0
'plOts,523.0
mON,78.0
vAst,122.0
'GAns,1.0
'xlImp,111.0
x}nst,68.0
'slIm,4901.0
'sam,19.0
nIz,403.0
'lix,4.0
'tr)r,2.0
'Ez,18.0
'mEn,7630.0
'_In,47.0
bAGdz,0.0
'GIs,120.0
'krAms,0.0
'puts,148.0
At,8152.0
'r},3856.0
'stog,0.0
'bis,15.0
'bram,4.0
'klev,4.0
'flEgz,1.0
't|rs,17.0
py,6080.0
'trA,1120.0
stIx,258.0
vAr,73.0
pir,1153.0
'zEnd,26.0
'wOk,13.0
'zwets,0.0
'lAg,0.0
'ski,107.0
'ni,39850.0
rAr,0.0
nArts,1.0
AGd,0.0
klOmp,22.0
fINs,3.0
GlK,12.0
'n}f,25.0
'sxem,24.0
t|t,3.0
'lAv,98.0
'dris,8.0
mEr,861.0
'rIdz,0.0
'vrMws,2.0
brak,988.0
kl|rt,6.0
stOnts,15.0
'dOm,3907.0
rEnts,0.0
'klAs,2516.0
spAl,0.0
'Sla,1.0
'sxOrs,50.0
wAks,0.0
dint,20.0
klO,132.0
drOl,51.0
'zwip,11.0
'his,0.0
rI,15.0
vlA,1.0
spr|k,69.0
brek,17.0
'pOft,4.0
gr@,0.0
'Graj,0.0
stEt,1.0
'selz,3.0
skI,0.0
bor,133.0
'Elk,6244.0
plAN,1.0
't}xt,87.0
'blert,0.0
'dIN,12452.0
os,5.0
'fre,47.0
'jadz,0.0
'zEr,182.0
'hOk,291.0
klIs,2.0
'dLf,281.0
'sxAm,6.0
d@nt,1745.0
'b}kt,61.0
fOt,7.0
'ner,53551.0
'GlAnst,0.0
'bArx,0.0
kys,0.0
'bInd,7.0
'blAd,23.0
dAxt,2489.0
'ske,43.0
zwer,23.0
'gOlf,0.0
'stants,0.0
'rAs,1377.0
klAn,47.0
sxont,0.0
'blos,0.0
'pAlmt,0.0
'tKl,6.0
lop,712.0
sKnz,0.0
'vOrkt,0.0
'kArn,5.0
'br|g,3.0
l@z,45.0
mor,478.0
buts,13.0
it,2.0
'pErg,0.0
'prEn,21.0
spit,0.0
'kIk,312.0
zOns,1032.0
tyt,11.0
'polz,5.0
'rA,6691.0
'streks,571.0
kOrps,32.0
z}xt,46.0
hEt,8927.0
'rAst,944.0
'p|l,14.0
sxOp,611.0
'sp}l,2974.0
'zOl,379.0
'dry,0.0
'lOl,2498.0
n@rt,7.0
'wrEn,0.0
'sOw,0.0
'tErp,0.0
prAj,0.0
r@f,3147.0
'pIntS,0.0
'trApt,315.0
'kwIl,0.0
sA,490.0
'kloft,5.0
'mEtS,168.0
n@_,169.0
tsAr,1.0
'dews,0.0
xes,0.0
'tEmt,7.0
sEnd,32.0
'frOnd,0.0
'brik,936.0
'wL,28.0
mAr,554.0
Ext,1.0
@,59.0
w}m,0.0
t@s,2892.0
SrAm,12.0
'kart,1418.0
'sEnts,0.0
kO,11750.0
'jots,423.0
'tLm,20.0
n@f,0.0
v@rt,5977.0
'vErv,12.0
'mOm,112.0
'drKv,0.0
jOn,742.0
wAr,530.0
tal,561.0
wIGdz,2.0
trOl,0.0
'SnA,21.0
krEs,0.0
b},196.0
'wAr,926.0
'xAlx,110.0
'GKn,6.0
hAndz,0.0
tr),13.0
'lMt,0.0
box,404.0
'ploj,31.0
vEk,2.0
'ber,1178.0
b|k,0.0
'stOp,13501.0
'tAzd,101.0
'muf,14.0
'zM,55.0
stIG,5.0
kEp,216.0
'lIz,0.0
v@m,16.0
Ks,85.0
'sxyw,31.0
}l,111.0
'klOnt,53.0
'krOb,0.0
'hems,23.0
En,2303.0
blE,143.0
gu,124.0
'dAms,0.0
'pik,271.0
Az,41.0
hAlf,572.0
'gost,0.0
'xy,3.0
'n}s,0.0
'Ses,3.0
rEn,505.0
'stOmp,124.0
fAn,6858.0
'ker,34330.0
fIn,1190.0
sx}ts,0.0
'wur,0.0
hoG,90.0
nAx,0.0
sxLv,0.0
'f}st,5.0
'krKt,551.0
'Gra,4240.0
d|G,1.0
plux,123.0
'sxrAb,0.0
frAns,2.0
fOlx,14.0
'lEN,480.0
gol,0.0
jEkt,122.0
zwAk,42.0
'jAz,0.0
'lIs,1256.0
'wOrp,294.0
'drIvd,10.0
'fKns,0.0
'zElfs,16930.0
wKs,1532.0
fMt,93.0
fe,1837.0
'jEf,0.0
'vlAx,778.0
lEks,31.0
brus,0.0
'tars,0.0
ris,753.0
'mEN,125.0
zEl,133.0
'krup,9.0
'm}ts,207.0
bEd,12.0
'bOnt,1221.0
'SAr,368.0
'smIts,3.0
'spid,41.0
NIN,337.0
'trM,17746.0
'dop,179.0
'xErst,22.0
'Goj,2.0
'fezd,1.0
'wElk,4040.0
'Es,220.0
tAnd,0.0
'klax,58.0
'GEst,0.0
'zAxs,4.0
d@s,1054.0
trEk,323.0
g@,229.0
v@n,4887.0
tan,783.0
'stuj,31.0
'jANk,50.0
wEsp,5.0
'zwErm,91.0
zIn,5960.0
'blKn,0.0
'max,1214.0
'snuj,20.0
'kE,17179.0
'stomt,17.0
'strINs,0.0
'p|s,11.0
M,4659.0
Int,9.0
'nIxt,1004.0
'strONk,26.0
INkt,17.0
'vAm,912.0
'stots,0.0
'sple,98.0
'n|x,0.0
'pErs,2070.0
mEt,12.0
'pEtS,1.0
'zElf,47618.0
'tOrt,6.0
'Gert,27.0
vMt,161.0
vErf,30.0
kAj,0.0
zwan,0.0
flEG,2.0
zEd,11.0
by,5469.0
pry,16.0
'lOx,45.0
'zwKG,8.0
dONk,0.0
tAr,49.0
'mAm,6865.0
'slAN,944.0
'rIN,2548.0
vors,0.0
'xlAs,2586.0
'smI,4.0
sIm,1190.0
'smOkt,0.0
plK,136.0
'klL,157.0
GAp,0.0
xlIt,0.0
'vOnt,11801.0
'sEnt,4691.0
spElt,52.0
vAt,29.0
'tLx,781.0
'tAt,224.0
'brEn,377.0
'mAxt,3701.0
'tAlx,0.0
blINk,0.0
'rel,634.0
kAn,7557.0
'xEsp,42.0
'wrIxts,0.0
'l|n,11.0
drats,1.0
'nit,801501.0
d}r,8.0
b@l,4822.0
'kOn,1869.0
'sil,281.0
'dru,403.0
stof,0.0
kOz,1.0
vOrm,14.0
sOm,163.0
'_E,63.0
'zwAn,1.0
'wix,180.0
sprak,6863.0
'sxA,2742.0
mKm,0.0
'strev,0.0
'fOndz,0.0
'd}g,0.0
'haG,20.0
pIls,2.0
'rKm,65.0
psI,0.0
'vif,3.0
'fMn,14.0
wIx,2.0
'kro,297.0
Gre,149.0
'lIm,86.0
bLG,0.0
'xrad,2.0
'drAGz,5.0
strept,0.0
'xar,184.0
trAm,37.0
AG,21.0
fOs,15.0
stal,5.0
haf,0.0
'dEs,1580.0
swEn,0.0
prOt,0.0
'vlax,49.0
rAmp,217.0
),2.0
nAN,1.0
'prL,160.0
'gA,3.0
'sto,2486.0
'sxIld,15.0
vlE,1.0
'kn}rf,0.0
'Sik,191.0
j}n,0.0
'byt,71.0
lAjk,0.0
rEst,350.0
erst,65.0
'swa,20.0
'SwA,0.0
strIN,6.0
'GrI,5.0
'rAp,228.0
hakt,0.0
'pKlt,0.0
'hoj,276.0
klut,0.0
'smAlt,0.0
'grE,18.0
f@ls,0.0
'Se,1983.0
'mAn,66687.0
'sxKv,0.0
j@s,5226.0
arts,0.0
'GAr,0.0
'weps,0.0
'brak,131.0
tar,252.0
'ZAnts,0.0
sx@,0.0
'klIt,12.0
'zif,1176.0
'kokt,1.0
'xlAnz,0.0
krES,0.0
'wru,102.0
'vOlG,332.0
'sn}l,6.0
'brOs,15.0
'dwa,283.0
'rLs,101.0
GAm,0.0
pra,733.0
'GrIn,0.0
x}l,0.0
zad,4.0
'lut,0.0
'vAlst,11.0
'kuk,528.0
tOt,3.0
'stEl,10844.0
snLs,3.0
)m,0.0
In,39087.0
vlams,0.0
'zwEl,95.0
'dir,2364.0
'stEp,23.0
'drOst,0.0
zM,1.0
'kAlf,135.0
ba,3120.0
'trI,389.0
'kwEdz,585.0
'brOm,112.0
'frAt,1.0
'rKf,0.0
'jONs,34.0
Ik,309.0
'tENk,1036.0
GEk,419.0
stOrt,4.0
hil,7.0
j|s,5.0
SOt,12.0
'kwKt,6807.0
'spu,976.0
pu,365.0
kIN,10194.0
'nIm,19.0
'fle,20.0
'lOG,193.0
'zel,33.0
'plEmb,0.0
hyr,28.0
'slIb,0.0
vOxt,3.0
skAl,125.0
'zwI,5.0
br}l,0.0
'v}l,76.0
'wOrG,0.0
br|t,0.0
'rEGtz,0.0
'koj,609.0
GrAxt,0.0
s}r,273.0
'In,414727.0
'dEd,219.0
kreft,25.0
'hOv,17.0
fen,0.0
'bEsk,6.0
'kLst,4.0
'hKG,0.0
ga,151.0
'hAlt,765.0
lINk,25.0
dzi,10.0
'kM,2730.0
Lt,8146.0
Snit,0.0
'flEg,6.0
'sxyr,726.0
'smok,1.0
'wrOxt,1.0
'xrep,684.0
'jEgd,0.0
'skrAps,24.0
kl}s,177.0
sfy,0.0
'tam,0.0
stri,0.0
'grEk,0.0
'kwe,153.0
zEx,61.0
fO,215.0
'nEks,21.0
'd|G,78.0
'pE,1284.0
'wulf,0.0
'wref,33.0
va,5831.0
'drK,3549.0
lAzd,1.0
'sxEts,91.0
'wikst,26.0
lIN,24250.0
'sxup,1.0
't<,52.0
n},1319.0
tAg,0.0
'jON,4087.0
'tit,215.0
xEs,1.0
zugz,5.0
'tek,1599.0
wix,0.0
'kwAlm,0.0
zInt,48.0
'sprI,2185.0
'Got,2.0
k}l,827.0
NINz,0.0
strL,5.0
'oxs,209.0
zIt,148.0
'trom,0.0
'trEmp,13.0
m@x,178.0
bEg,11.0
z@l,2340.0
kn}t,0.0
'dLx,0.0
f}m,0.0
'rOl,2976.0
'stek,351.0
sEd,0.0
hAn,1485.0
mIs,4150.0
'fuj,63.0
stEm,74.0
'bas,7422.0
friz,0.0
'strAn,118.0
hy,751.0
bl}s,4.0
sxAbz,42.0
'pAns,0.0
'sxafs,0.0
'stErg,0.0
s@t,0.0
'soN,0.0
'j}xt,0.0
'prus,2.0
hO,508.0
dEN,2636.0
'sxrAns,2.0
'jENk,98.0
'SM,63.0
tSIn,8.0
'kEx,0.0
'GrKn,36.0
'frEs,6.0
rOx,2.0
'tSO,432.0
kMn,3.0
p@rs,117.0
'swis,3.0
'spra,642.0
mIz,508.0
Grax,461.0
kim,12.0
'hAN,2512.0
vrIn,1.0
'tOp,2075.0
fIN,420.0
drLp,0.0
'hukt,0.0
dwKl,1.0
'trant,4.0
'bI,37833.0
'van,158.0
sxof,1.0
'lAks,54.0
mOps,6.0
'brur,11774.0
pl}m,0.0
'wekt,76.0
'wIst,10.0
'sEl,2418.0
Mt,104.0
'mKm,22.0
'zMd,0.0
GrMw,0.0
'arz,0.0
'rOts,719.0
'hajt,28.0
'dOG,9.0
'rAkt,3.0
'GrAn,4.0
'slOk,355.0
'xlK,266.0
mINk,0.0
'slAp,117.0
'lons,60.0
'wKf,1049.0
ford,0.0
bOrx,38.0
stAl,691.0
lON,14.0
'sl}mp,5.0
'tEf,15.0
bEn,1378.0
dr}ft,0.0
kel,0.0
'sx}dz,0.0
'drKx,3.0
z}z,0.0
'GrK,5479.0
'r|p,0.0
xrep,106.0
kr}m,0.0
stakt,22.0
'hEns,118.0
xrax,22.0
blOm,0.0
vju,0.0
'SIst,111.0
'dKt,2.0
'delt,617.0
'tIkt,227.0
'mIkst,7.0
'stErk,4528.0
'sxEx,2.0
tOG,6.0
mArgd,0.0
'klop,43.0
'vrAx,3.0
sxOrt,0.0
saj,1.0
tin,4773.0
'flOks,0.0
'kop,3228.0
fErs,1.0
'kMd,4.0
fLs,0.0
mujt,4.0
zal,311.0
'hMw,5.0
'bom,2469.0
Gri,211.0
'n),193.0
kret,40.0
'don,0.0
'flor,0.0
'fON,27.0
lEs,800.0
'mAks,1.0
blOnt,16.0
GLx,0.0
'Gral,9.0
zEnd,0.0
lOr,0.0
klAx,23.0
S@s,0.0
'spul,250.0
'So,147.0
'bju,40.0
'bral,7.0
'jIt,0.0
'vrMw,45934.0
'kad,0.0
rym,0.0
bOnts,24.0
'dim,54.0
xnOs,1.0
'splId,0.0
'rje,9.0
trIp,6.0
pOx,0.0
'vre,12193.0
d@G,409.0
'hKts,0.0
pus,236.0
'xrOnd,354.0
'krK,22308.0
'herst,286.0
nAxt,442.0
'nEnts,0.0
'fAl,0.0
'jon,21.0
fEnt,5.0
'wer,56120.0
'zin,98864.0
lA,865.0
tLl,0.0
'xON,21.0
slANk,2.0
f}n,191.0
'wrIGdz,4.0
'xris,5.0
ploj,0.0
'sxEN,415.0
'wri,14.0
fa,19059.0
xif,8.0
wexs,0.0
'rIb,1.0
'sAkt,437.0
'xOts,2710.0
fKN,39.0
w@rz,0.0
'drANk,3489.0
'plOv,0.0
'pM,1208.0
'tSal,16.0
'prIs,9.0
'dotz,2.0
has,153.0
xIf,9.0
'mEd,6.0
b}ts,11.0
'trIl,53.0
spEr,4.0
'l}n,1092.0
j),12.0
'han,218.0
Get,0.0
sxrIf,0.0
Sun,5.0
'palt,1458.0
sxu,44.0
'lIt,1535.0
'bry,29.0
zAr,3.0
kl}ks,0.0
strKd,31.0
'amt,0.0
w@x,2431.0
'brA,89.0
'Gi,4272.0
spe,4409.0
'h|G,6.0
'kr<,1.0
'drAj,12.0
smL,0.0
'spEk,544.0
'wKd,8.0
m@z,2.0
m@nt,934.0
'mans,18.0
'vlOs,0.0
puts,9.0
des,5.0
vlExt,0.0
'stAlt,1.0
'vErz,0.0
'brM,33.0
'rONk,0.0
Gran,0.0
'sfe,0.0
'rumt,1257.0
'heN,298.0
'lANz,0.0
'sxrIft,36.0
'krMw,1.0
flAn,1.0
s@m,934.0
pup,3.0
'swit,0.0
r@m,151.0
'slaxt,614.0
strOp,0.0
'mAnd,1.0
flAm,32.0
'plLm,51.0
'pAp,5224.0
'vIr,1.0
'splet,162.0
'sxAp,0.0
vrux,32.0
sO,416.0
'Gruft,0.0
'res,1251.0
vrat,37.0
'bum,389.0
'flLt,506.0
'l}pt,0.0
'spe,11695.0
'dOrbz,2.0
mak,380.0
'bAl,3860.0
fl}xt,117.0
'yrs,0.0
'zEz,593.0
'knArs,5.0
sINz,7.0
wrAj,0.0
'wurt,0.0
'Art,6.0
'm}x,99.0
'flEn,0.0
lINks,52.0
'xMw,2652.0
jONst,6.0
vlet,0.0
mINz,25.0
hom,2.0
'niz,3.0
'h|xt,171.0
kno,108.0
Sa,1236.0
b@S,1.0
'kL,118.0
Als,45278.0
bre,1455.0
'Gno,281.0
'sxErv,0.0
'ven,13.0
'rEp,57.0
'xrIl,53.0
tOr,9156.0
sLl,0.0
'mOn,2402.0
'br},113.0
'vlAz,0.0
'hEN,10.0
huk,343.0
'fIs,87.0
pOz,12.0
'wEr,19971.0
'vIp,69.0
'Is,9.0
lArm,88.0
lits,0.0
rANk,7.0
'sxom,56.0
kaf,0.0
flEp,0.0
'stOft,2.0
pEnt,0.0
'bKns,0.0
trAst,0.0
'sx}lp,32.0
'kIm,797.0
prEs,415.0
wEx,3552.0
tis,11949.0
strok,35.0
'lIkt,393.0
hEf,146.0
'trEnd,0.0
til,16.0
'kMst,79.0
xlM,10.0
'Ax,36063.0
zins,17.0
'pKt,503.0
'tAls,0.0
kInt,369.0
'GIN,5.0
jINs,5.0
pje,0.0
'Gran,2.0
'naft,0.0
'vli,4331.0
'wut,11.0
bEt,620.0
st@G,71.0
'kep,153.0
spIt,14.0
'vlam,0.0
'klIps,48.0
'dart,23.0
'praj,0.0
'sEbd,0.0
zem,0.0
'noj,306.0
'flest,1.0
'dEgz,0.0
lMts,0.0
m@lz,12.0
'styk,7.0
'wKz,6.0
zwurt,0.0
'vlEkt,22.0
'b}lg,0.0
GrOx,0.0
'lEd,1.0
'hKx,17.0
'wAnts,10.0
'po,5152.0
'h}ts,12.0
'drEt,0.0
'lans,0.0
'mAt,398.0
xrE,0.0
'dwKm,1.0
'fAt,182.0
'xir,49.0
'd}ld,4.0
'b}N,283.0
'tEnd,1.0
'bErx,1682.0
'j|k,125.0
rOt,34.0
'sxrAN,0.0
'strEk,107.0
