Word,IPA,Syllables,Min_Freq_Count,Max_Freq_Count,Mean_Freq_Count,Bigrams,Bigram Occurrence Counts,Zipf,FREQcount,Lg10WF
scholier,sxoːlˈir,sxoː - lir,1625.0,34347.0,17986.0,"['sc', 'ch', 'ho', 'ol', 'li', 'ie', 'er']","[1079447.0, 1999086.0, 1237078.0, 2233880.0, 3369152.0, 2076673.0, 6799370.0]",3.103690353872955,55.0,1.7403626894942439
meester,mˈeːstˌɛr,meː - stɛr,15305.0,87327.0,51316.0,"['me', 'ee', 'es', 'st', 'te', 'er']","[1659354.0, 944702.0, 1784615.0, 2307098.0, 3522714.0, 6799370.0]",4.808667719392612,2838.0,3.4530123911214554
treitert,trˈɛɪtərt,trɛɪ - tərt,1287.0,3581.0,2434.0,"['tr', 're', 'ei', 'it', 'te', 'er', 'rt']","[1199332.0, 1607974.0, 2483878.0, 333345.0, 3522714.0, 6799370.0, 1154116.0]",2.5859512482450286,16.0,1.2041199826559248
alweer,ɑlʋˈɪr,ɑl - ʋɪr,3548.0,129004.0,66276.0,"['al', 'lw', 'we', 'ee', 'er']","[2558689.0, 158019.0, 1965886.0, 944702.0, 6799370.0]",4.77907584659949,2651.0,3.4234097277330933
punaises,pˌynɑjzˈɛs,py - nɑj - zɛs,21.0,5849.0,2056.6666666666665,"['pu', 'un', 'na', 'ai', 'is', 'se', 'es']","[45003.0, 125750.0, 523332.0, 444826.0, 3439538.0, 763112.0, 1784615.0]",1.957562318194717,3.0,0.47712125471966244
op,ˈɔp,ɔp,520318.0,520318.0,520318.0,['op'],[976321.0],6.903086294498336,352844.0,5.5475827367934025
stoel,stˈul,stul,36.0,36.0,36.0,"['st', 'to', 'oe', 'el']","[2307098.0, 2236591.0, 837795.0, 4671207.0]",4.705750345200918,2239.0,3.3500540935790304
gelegd,ɣəlˈɛxt,ɣə - lɛxt,3022.0,805074.0,404048.0,"['ge', 'el', 'le', 'eg', 'gd']","[3692145.0, 4671207.0, 4397946.0, 1125580.0, 109191.0]",4.261298207234623,804.0,2.905256048748451
jochem,jˈɔxəm,jɔx - əm,47.0,204.0,125.5,"['jo', 'oc', 'ch', 'he', 'em']","[866375.0, 270017.0, 1999086.0, 822995.0, 924741.0]",1.6565323225307358,1.0,0.0
altijd,ˈɑltɛɪt,ɑl - tɛɪt,105560.0,129004.0,117282.0,"['al', 'lt', 'ti', 'ij', 'jd']","[2558689.0, 1858662.0, 1353437.0, 1639122.0, 163477.0]",5.986824313998892,42787.0,4.631311837100425
te,tˈə,tə,995799.0,995799.0,995799.0,['te'],[3522714.0],6.8908217694646705,343019.0,5.535318176505225
hoog,hˈoːx,hoːx,3476.0,3476.0,3476.0,"['ho', 'oo', 'og']","[1237078.0, 3901750.0, 285914.0]",4.797354502640046,2765.0,3.441695135640717
springt,sprˈɪŋt,sprɪŋt,79.0,79.0,79.0,"['sp', 'pr', 'ri', 'in', 'ng', 'gt']","[1518373.0, 242781.0, 1787712.0, 2264626.0, 2927082.0, 21874.0]",4.06051028620009,506.0,2.7041505168397992
tijdens,tˈɛɪdəns,tɛɪ - dəns,4160.0,6326.0,5243.0,"['ti', 'ij', 'jd', 'de', 'en', 'ns']","[1353437.0, 1639122.0, 163477.0, 2559661.0, 8542439.0, 612425.0]",5.125543881186424,5888.0,3.7699678013294426
basketbal,bˈɑskɛtbˌɑl,bɑ - skɛt - bɑl,799.0,5979.0,3957.6666666666665,"['ba', 'as', 'sk', 'ke', 'et', 'tb', 'ba', 'al']","[584273.0, 504791.0, 146903.0, 3143026.0, 1684914.0, 118193.0, 584273.0, 2558689.0]",3.9420896315385097,385.0,2.5854607295085006
enkel,ˈɛŋkəl,ɛŋ - kəl,24687.0,60942.0,42814.5,"['en', 'nk', 'ke', 'el']","[8542439.0, 476574.0, 3143026.0, 4671207.0]",5.0520334468363615,4971.0,3.696443763138999
bezeerd,bəzˈɪːrt,bə - zɪːrt,256.0,21023.0,10639.5,"['be', 'ez', 'ze', 'ee', 'er', 'rd']","[2443609.0, 100963.0, 1671440.0, 944702.0, 6799370.0, 823655.0]",3.683881930305492,212.0,2.3263358609287517
politieman,poːlˈitsimˌɑn,poː - lit - si - mɑn,19388.0,182034.0,75496.25,"['po', 'ol', 'li', 'it', 'ti', 'ie', 'em', 'ma', 'an']","[490468.0, 2233880.0, 3369152.0, 333345.0, 1353437.0, 2076673.0, 924741.0, 957657.0, 4143386.0]",4.116678140022486,576.0,2.760422483423212
agressieve,ˌɑɣrɛsˈivə,ɑ - ɣrɛ - si - və,1807.0,632746.0,177732.25,"['ag', 'gr', 're', 'es', 'ss', 'si', 'ie', 'ev', 've']","[400262.0, 789301.0, 1607974.0, 1784615.0, 1070262.0, 1091620.0, 2076673.0, 317289.0, 1767776.0]",3.4760762580726046,131.0,2.1172712956557644
kraker,krˈaːkər,kraː - kər,2848.0,4157.0,3502.5,"['kr', 'ra', 'ak', 'ke', 'er']","[88851.0, 2220035.0, 762048.0, 3143026.0, 6799370.0]",2.6979250076889607,21.0,1.3222192947339193
arresteert,ˌɑɾrɛstˈɪrt,ɑɾ - rɛ - stɪrt,2239.0,112511.0,38997.333333333336,"['ar', 'rr', 're', 'es', 'st', 'te', 'ee', 'er', 'rt']","[1754491.0, 200692.0, 1607974.0, 1784615.0, 2307098.0, 3522714.0, 944702.0, 6799370.0, 1154116.0]",3.4310492882592856,118.0,2.0718820073061255
gaat,ɣˈaːt,ɣaːt,467.0,467.0,467.0,"['ga', 'aa', 'at']","[446758.0, 2730922.0, 996808.0]",6.351497091233899,99081.0,4.995990381162591
hardhandig,hɑrdhˈɑndəx,hɑrdh - ɑn - dəx,95.0,1517022.0,506535.0,"['ha', 'ar', 'rd', 'dh', 'ha', 'an', 'nd', 'di', 'ig']","[1299761.0, 1754491.0, 823655.0, 6927.0, 1299761.0, 4143386.0, 2576478.0, 1050254.0, 960409.0]",3.071505670501554,51.0,1.7075701760979363
werk,ʋˈɛrk,ʋɛrk,7622.0,7622.0,7622.0,"['we', 'er', 'rk']","[1965886.0, 6799370.0, 2174749.0]",5.828945500321517,29746.0,4.473428573603286
staker,stˈaːkər,staː - kər,4157.0,5101.0,4629.0,"['st', 'ta', 'ak', 'ke', 'er']","[2307098.0, 892070.0, 762048.0, 3143026.0, 6799370.0]",1.6565323225307358,1.0,0.0
angstige,ˈɑŋstəɣə,ɑŋ - stə - ɣə,87052.0,805074.0,379720.6666666667,"['an', 'ng', 'gs', 'st', 'ti', 'ig', 'ge']","[4143386.0, 2927082.0, 1154969.0, 2307098.0, 1353437.0, 960409.0, 3692145.0]",3.2305635902584546,74.0,1.8692317197309762
dames,dˈaːməs,daː - məs,9021.0,15995.0,12508.0,"['da', 'am', 'me', 'es']","[1096946.0, 930317.0, 1659354.0, 1784615.0]",5.11750529624187,5780.0,3.761927838420529
bekogelt,bəkˈoːɣəlt,bə - koː - ɣəlt,4912.0,64130.0,30021.666666666668,"['be', 'ek', 'ko', 'og', 'ge', 'el', 'lt']","[2443609.0, 762098.0, 466342.0, 285914.0, 3692145.0, 4671207.0, 1858662.0]",1.832623581586417,2.0,0.3010299956639812
ver,vˈɛr,vɛr,13127.0,13127.0,13127.0,"['ve', 'er']","[1767776.0, 6799370.0]",5.1152456944644795,5750.0,3.7596678446896306
journalist,ʒˌurnaːlˈɪst,ʒur - naː - lɪst,52.0,124785.0,42846.66666666666,"['jo', 'ou', 'ur', 'rn', 'na', 'al', 'li', 'is', 'st']","[866375.0, 846499.0, 346154.0, 503424.0, 523332.0, 2558689.0, 3369152.0, 3439538.0, 2307098.0]",4.2092005386429285,713.0,2.8530895298518657
bondscoach,bˈɔndskoːtʃ,bɔnd - skoːtʃ,5.0,607.0,306.0,"['bo', 'on', 'nd', 'ds', 'sc', 'co', 'oa', 'ac', 'ch']","[1606593.0, 2451854.0, 2576478.0, 357110.0, 1079447.0, 488809.0, 24840.0, 404620.0, 1999086.0]",1.832623581586417,2.0,0.3010299956639812
interviewt,ˌɪntərvˈiwt,ɪn - tər - viwt,34.0,214096.0,80923.33333333333,"['in', 'nt', 'te', 'er', 'rv', 'vi', 'ie', 'ew', 'wt']","[2264626.0, 1477178.0, 3522714.0, 6799370.0, 59129.0, 226005.0, 2076673.0, 587000.0, 9874.0]",2.656532322530736,19.0,1.2787536009528289
wil,ʋˈɪl,ʋɪl,37992.0,37992.0,37992.0,"['wi', 'il']","[658045.0, 2591190.0]",6.595682018054957,173851.0,5.240177193110925
weten,ʋˈeːtən,ʋeː - tən,12205.0,26606.0,19405.5,"['we', 'et', 'te', 'en']","[1965886.0, 1684914.0, 3522714.0, 8542439.0]",5.986296197544052,42735.0,4.630783708295158
zuster,zˈɵstər,zɵ - stər,3556.0,33263.0,18409.5,"['zu', 'us', 'st', 'te', 'er']","[95553.0, 727825.0, 2307098.0, 3522714.0, 6799370.0]",4.850769071254565,3127.0,3.4951278812429334
tuberculose,tˈybərkˌyloːsə,ty - bər - ky - loː - sə,7533.0,141832.0,53964.0,"['tu', 'ub', 'be', 'er', 'rc', 'cu', 'ul', 'lo', 'os', 'se']","[118674.0, 648428.0, 2443609.0, 6799370.0, 53983.0, 27593.0, 1284792.0, 1188135.0, 588208.0, 763112.0]",3.087896086689723,53.0,1.7242758696007892
lijdende,lˈɛɪdəndə,lɛɪ - dən - də,7143.0,208410.0,94909.33333333331,"['li', 'ij', 'jd', 'de', 'en', 'nd', 'de']","[3369152.0, 1639122.0, 163477.0, 2559661.0, 8542439.0, 2576478.0, 2559661.0]",2.6107748319700605,17.0,1.2304489213782739
bejaarde,bəjˈaːrdə,bə - jaːr - də,5091.0,208410.0,78174.66666666667,"['be', 'ej', 'ja', 'aa', 'ar', 'rd', 'de']","[2443609.0, 11905.0, 1312625.0, 2730922.0, 1754491.0, 823655.0, 2559661.0]",3.154842876320336,62.0,1.792391689498254
wast,ʋˈɑst,ʋɑst,23.0,23.0,23.0,"['wa', 'as', 'st']","[409327.0, 504791.0, 2307098.0]",3.5910307737743032,171.0,2.2329961103921536
zorgzaam,zˈɔrɣzaːm,zɔrɣ - zaːm,114.0,1853.0,983.5,"['zo', 'or', 'rg', 'gz', 'za', 'aa', 'am']","[40239.0, 2597583.0, 709881.0, 15939.0, 308657.0, 2730922.0, 930317.0]",3.1943514176040098,68.0,1.8325089127062364
goochelaar,ɣˈoːxəlˌaːr,ɣoːx - ə - laːr,151.0,2281166.0,762077.6666666666,"['go', 'oo', 'oc', 'ch', 'he', 'el', 'la', 'aa', 'ar']","[147343.0, 3901750.0, 270017.0, 1999086.0, 822995.0, 4671207.0, 2444604.0, 2730922.0, 1754491.0]",3.5859512482450286,169.0,2.2278867046136734
vrijwilliger,vrɛɪʋˈɪləɣər,vrɛɪ - ʋɪ - lə - ɣər,2347.0,855914.0,217638.75,"['vr', 'ri', 'ij', 'jw', 'wi', 'il', 'll', 'li', 'ig', 'ge', 'er']","[62231.0, 1787712.0, 1639122.0, 2981.0, 658045.0, 2591190.0, 2754440.0, 3369152.0, 960409.0, 3692145.0, 6799370.0]",3.755176048347793,250.0,2.3979400086720375
uit,ˈœyt,œyt,235788.0,235788.0,235788.0,"['ui', 'it']","[687028.0, 333345.0]",6.439910573610657,121452.0,5.08440467090576
enthousiaste,ˌɛntuʒˈɑstə,ɛn - tu - ʒɑ - stə,263.0,1277075.0,383850.25,"['en', 'nt', 'th', 'ho', 'ou', 'us', 'si', 'ia', 'as', 'st', 'te']","[8542439.0, 1477178.0, 446916.0, 1237078.0, 846499.0, 727825.0, 1091620.0, 112581.0, 504791.0, 2307098.0, 3522714.0]",3.027600184802472,46.0,1.662757831681574
publiek,pɵblˈik,pɵ - blik,1563.0,2260.0,1911.5,"['pu', 'ub', 'bl', 'li', 'ie', 'ek']","[45003.0, 648428.0, 152155.0, 3369152.0, 2076673.0, 762098.0]",4.618427796198587,1831.0,3.2626883443016963
instrueert,ˈɪnstryˌɪrt,ɪn - stry - ɪrt,372.0,214096.0,71794.66666666667,"['in', 'ns', 'st', 'tr', 'ru', 'ue', 'ee', 'er', 'rt']","[2264626.0, 612425.0, 2307098.0, 1199332.0, 1082518.0, 464278.0, 944702.0, 6799370.0, 1154116.0]",1.832623581586417,2.0,0.3010299956639812
onduidelijk,ɔndˈœydələk,ɔn - dœy - də - lək,2224.0,320570.0,133608.25,"['on', 'nd', 'du', 'ui', 'id', 'de', 'el', 'li', 'ij', 'jk']","[2451854.0, 2576478.0, 161799.0, 687028.0, 469631.0, 2559661.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",3.578218798014338,166.0,2.220108088040055
geduldige,ɣədˈɵldəɣə,ɣə - dɵl - də - ɣə,766.0,805074.0,454831.0,"['ge', 'ed', 'du', 'ul', 'ld', 'di', 'ig', 'ge']","[3692145.0, 636500.0, 161799.0, 1284792.0, 840998.0, 1050254.0, 960409.0, 3692145.0]",2.531593585922436,14.0,1.146128035678238
dominee,dˌoːminˈeː,doː - mi - neː,8000.0,62922.0,34296.333333333336,"['do', 'om', 'mi', 'in', 'ne', 'ee']","[394555.0, 2473734.0, 342154.0, 2264626.0, 1475977.0, 944702.0]",4.343615167135106,972.0,2.9876662649262746
baby,bˈeːbi,beː - bi,20059.0,106196.0,63127.5,"['ba', 'ab', 'by']","[584273.0, 53787.0, 51843.0]",5.177604995513676,6638.0,3.822037248072585
doopt,dˈoːpt,doːpt,159.0,159.0,159.0,"['do', 'oo', 'op', 'pt']","[394555.0, 3901750.0, 976321.0, 51860.0]",2.3968950120249795,10.0,1.0
begint,bəɣˈɪnt,bə - ɣɪnt,5793.0,21023.0,13408.0,"['be', 'eg', 'gi', 'in', 'nt']","[2443609.0, 1125580.0, 669114.0, 2264626.0, 1477178.0]",5.090621960948626,5433.0,3.7350397050337207
spreken,sprˈeːkən,spreː - kən,24908.0,374698.0,199803.0,"['sp', 'pr', 're', 'ek', 'ke', 'en']","[1518373.0, 242781.0, 1607974.0, 762098.0, 3143026.0, 8542439.0]",5.445583944905576,12304.0,4.090046322457356
voorganger,vˈɔːrɣɑŋər,vɔːr - ɣɑŋ - ər,1493.0,64424.0,31265.666666666668,"['vo', 'oo', 'or', 'rg', 'ga', 'an', 'ng', 'ge', 'er']","[2123358.0, 3901750.0, 2597583.0, 709881.0, 446758.0, 4143386.0, 2927082.0, 3692145.0, 6799370.0]",3.4826071252315622,133.0,2.123851640967086
snoezige,snˈuzəɣə,snu - zə - ɣə,28.0,805074.0,349686.6666666667,"['sn', 'no', 'oe', 'ez', 'zi', 'ig', 'ge']","[91698.0, 847517.0, 837795.0, 100963.0, 123482.0, 960409.0, 3692145.0]",2.5016303625449927,13.0,1.1139433523068367
kleintje,klˈɛɪntʲə,klɛɪntʲ - ə,1018.0,2281166.0,1141092.0,"['kl', 'le', 'ei', 'in', 'nt', 'tj', 'je']","[549706.0, 4397946.0, 2483878.0, 2264626.0, 1477178.0, 104770.0, 913788.0]",4.20183943899656,701.0,2.8457180179666586
houdt,hˈʌʊt,hʌʊt,254.0,254.0,254.0,"['ho', 'ou', 'ud', 'dt']","[1237078.0, 846499.0, 671255.0, 71691.0]",5.530433920395197,14959.0,4.1749025621783264
haar,hˈaːr,haːr,131477.0,131477.0,131477.0,"['ha', 'aa', 'ar']","[1299761.0, 2730922.0, 1754491.0]",6.469893106005319,130133.0,5.114387441838931
stevig,stˈeːvəx,steː - vəx,133.0,55478.0,27805.5,"['st', 'te', 'ev', 'vi', 'ig']","[2307098.0, 3522714.0, 317289.0, 226005.0, 960409.0]",4.189286701523233,681.0,2.833147111912785
vast,vˈɑst,vɑst,731.0,731.0,731.0,"['va', 'as', 'st']","[313419.0, 504791.0, 2307098.0]",5.81716589620763,28950.0,4.461648568063455
dat,dˈɑt,dɑt,59907.0,59907.0,59907.0,"['da', 'at']","[1096946.0, 996808.0]",7.340220867694434,965424.0,5.98471809097947
meisje,mˈɛɪsjə,mɛɪs - jə,23657.0,145604.0,84630.5,"['me', 'ei', 'is', 'sj', 'je']","[1659354.0, 2483878.0, 3439538.0, 241012.0, 913788.0]",5.579205890389289,16737.0,4.223677616130032
boterham,bˈoːtərhˌɑm,boː - tərh - ɑm,1878.0,40944.0,21458.33333333333,"['bo', 'ot', 'te', 'er', 'rh', 'ha', 'am']","[1606593.0, 1595020.0, 3522714.0, 6799370.0, 571432.0, 1299761.0, 930317.0]",3.78201358823133,266.0,2.424881636631067
zonder,zˈɔndər,zɔn - dər,14482.0,50286.0,32384.0,"['zo', 'on', 'nd', 'de', 'er']","[40239.0, 2451854.0, 2576478.0, 2559661.0, 6799370.0]",5.709072368464758,22571.0,4.353550800764121
pindakaas,pˌɪndaːkˈaːs,pɪn - daː - kaːs,3.0,15995.0,5572.333333333333,"['pi', 'in', 'nd', 'da', 'ak', 'ka', 'aa', 'as']","[1566256.0, 2264626.0, 2576478.0, 1096946.0, 762048.0, 424843.0, 2730922.0, 504791.0]",3.7247181842768975,233.0,2.367355921026019
verwend,vərʋˈɛnt,vər - ʋɛnt,1.0,61458.0,30729.5,"['ve', 'er', 'rw', 'we', 'en', 'nd']","[1767776.0, 6799370.0, 34493.0, 1965886.0, 8542439.0, 2576478.0]",3.7721428342050354,260.0,2.4149733479708178
robert,rˈoːbɛrt,roː - bɛrt,12.0,32298.0,16155.0,"['ro', 'ob', 'be', 'er', 'rt']","[1417238.0, 95880.0, 2443609.0, 6799370.0, 1154116.0]",4.443992797049151,1225.0,3.0881360887005513
schone,sxˈoːnə,sxoː - nə,34347.0,39948.0,37147.5,"['sc', 'ch', 'ho', 'on', 'ne']","[1079447.0, 1999086.0, 1237078.0, 2451854.0, 1475977.0]",4.269316179250471,819.0,2.9132839017604186
dochter,dˈɔxtər,dɔx - tər,708.0,28640.0,14674.0,"['do', 'oc', 'ch', 'ht', 'te', 'er']","[394555.0, 270017.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",5.337366217858105,9590.0,3.9818186071706636
jan,jˈɑn,jɑn,416.0,416.0,416.0,"['ja', 'an']","[1312625.0, 4143386.0]",3.8818416042565986,335.0,2.525044807036845
huwelijk,hˈywələk,hyw - ə - lək,2224.0,2281166.0,762898.0,"['hu', 'uw', 'we', 'el', 'li', 'ij', 'jk']","[187605.0, 98896.0, 1965886.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.898700912504402,3492.0,3.543074235033532
vroeg,vrˈux,vrux,14169.0,14169.0,14169.0,"['vr', 'ro', 'oe', 'eg']","[62231.0, 1417238.0, 837795.0, 1125580.0]",5.471844366055095,13071.0,4.116308814655416
slikte,slˈɪktə,slɪk - tə,29.0,995799.0,497914.0,"['sl', 'li', 'ik', 'kt', 'te']","[1064500.0, 3369152.0, 157922.0, 179298.0, 3522714.0]",3.3968950120249795,109.0,2.037426497940624
detective,dˈeːtɛktˌivə,deː - tɛk - ti - və,2662.0,74010.0,30376.25,"['de', 'et', 'te', 'ec', 'ct', 'ti', 'iv', 've']","[2559661.0, 1684914.0, 3522714.0, 411920.0, 116688.0, 1353437.0, 94073.0, 1767776.0]",4.30244559756458,884.0,2.946452265013073
criminelen,krˌiminˈeːlən,kri - mi - neː - lən,5304.0,285422.0,96403.75,"['cr', 'ri', 'im', 'mi', 'in', 'ne', 'el', 'le', 'en']","[70853.0, 1787712.0, 1019572.0, 342154.0, 2264626.0, 1475977.0, 4671207.0, 4397946.0, 8542439.0]",4.1422537490123155,611.0,2.786041210242554
opspoort,ˈɔpspɔːrt,ɔp - spɔːrt,1321.0,520318.0,260819.5,"['op', 'ps', 'sp', 'po', 'oo', 'or', 'rt']","[976321.0, 133657.0, 1518373.0, 490468.0, 3901750.0, 2597583.0, 1154116.0]",2.96828618358649,40.0,1.6020599913279625
vette,vˈɛtə,vɛ - tə,6630.0,995799.0,501214.5,"['ve', 'et', 'tt', 'te']","[1767776.0, 1684914.0, 519286.0, 3522714.0]",4.099012091595185,553.0,2.7427251313046983
beloning,bəlˈoːnɪŋ,bə - loː - nɪŋ,21023.0,141832.0,65623.66666666667,"['be', 'el', 'lo', 'on', 'ni', 'in', 'ng']","[2443609.0, 4671207.0, 1188135.0, 2451854.0, 638298.0, 2264626.0, 2927082.0]",4.327705165245819,937.0,2.971739590887778
staat,stˈaːt,staːt,36620.0,36620.0,36620.0,"['st', 'ta', 'aa', 'at']","[2307098.0, 892070.0, 2730922.0, 996808.0]",5.811123650897876,28550.0,4.455606112581867
speurhond,spˈøːrhɔnt,spøːrh - ɔnt,31.0,170331.0,85181.0,"['sp', 'pe', 'eu', 'ur', 'rh', 'ho', 'on', 'nd']","[1518373.0, 1062538.0, 135956.0, 346154.0, 571432.0, 1237078.0, 2451854.0, 2576478.0]",2.5859512482450286,16.0,1.2041199826559248
illegale,ˌɪləɣˈaːlə,ɪ - lə - ɣaː - lə,28880.0,855914.0,646566.0,"['il', 'll', 'le', 'eg', 'ga', 'al', 'le']","[2591190.0, 2754440.0, 4397946.0, 1125580.0, 446758.0, 2558689.0, 4397946.0]",3.957562318194717,399.0,2.6009728956867484
drugs,drˈɵxs,drɵxs,3910.0,3910.0,3910.0,"['dr', 'ru', 'ug', 'gs']","[486140.0, 1082518.0, 117069.0, 1154969.0]",4.916245627921467,3636.0,3.56062387454993
koekje,kˈukjə,kuk - jə,2180.0,145604.0,73892.0,"['ko', 'oe', 'ek', 'kj', 'je']","[466342.0, 837795.0, 762098.0, 192716.0, 913788.0]",3.90695232483963,355.0,2.550228353055094
gedetineerde,ɣədˌeːtinˈɪrdə,ɣə - deː - ti - nɪr - də,709.0,805074.0,220973.6,"['ge', 'ed', 'de', 'et', 'ti', 'in', 'ne', 'ee', 'er', 'rd', 'de']","[3692145.0, 636500.0, 2559661.0, 1684914.0, 1353437.0, 2264626.0, 1475977.0, 944702.0, 6799370.0, 823655.0, 2559661.0]",2.89957037121703,34.0,1.5314789170422551
trage,trˈaːʒə,traː - ʒə,8546.0,13149.0,10847.5,"['tr', 'ra', 'ag', 'ge']","[1199332.0, 2220035.0, 400262.0, 3692145.0]",3.3555023268667545,99.0,1.99563519459755
bewaker,bəʋˈaːkər,bə - ʋaː - kər,4157.0,21023.0,13361.333333333334,"['be', 'ew', 'wa', 'ak', 'ke', 'er']","[2443609.0, 587000.0, 409327.0, 762048.0, 3143026.0, 6799370.0]",4.306839845662672,893.0,2.9508514588885464
afschudt,ˈɑfsxˌɵt,ɑf - sxɵt,1040.0,60153.0,30596.5,"['af', 'fs', 'sc', 'ch', 'hu', 'ud', 'dt']","[472535.0, 20744.0, 1079447.0, 1999086.0, 187605.0, 671255.0, 71691.0]",1.957562318194717,3.0,0.47712125471966244
hulp,hˈɵlp,hɵlp,1031.0,1031.0,1031.0,"['hu', 'ul', 'lp']","[187605.0, 1284792.0, 23629.0]",5.3761121802444585,10485.0,4.020568434801363
handlanger,hˈɑndlɑŋər,hɑnd - lɑŋ - ər,3070.0,27880.0,19098.33333333333,"['ha', 'an', 'nd', 'dl', 'la', 'an', 'ng', 'ge', 'er']","[1299761.0, 4143386.0, 2576478.0, 30978.0, 2444604.0, 4143386.0, 2927082.0, 3692145.0, 6799370.0]",3.5676899312707127,162.0,2.2095150145426308
vandaag,vɑndˈaːx,vɑn - daːx,213.0,41161.0,20687.0,"['va', 'an', 'nd', 'da', 'aa', 'ag']","[313419.0, 4143386.0, 2576478.0, 1096946.0, 2730922.0, 400262.0]",5.564051168637365,16163.0,4.208521972931433
laatste,lˈaːtstə,laːt - stə,8415.0,247036.0,127725.5,"['la', 'aa', 'at', 'ts', 'st', 'te']","[2444604.0, 2730922.0, 996808.0, 235160.0, 2307098.0, 3522714.0]",5.5970737089559215,17440.0,4.241546480596549
kandidaat,kˌɑndidˈaːt,kɑn - di - daːt,310.0,441857.0,151587.33333333334,"['ka', 'an', 'nd', 'di', 'id', 'da', 'aa', 'at']","[424843.0, 4143386.0, 2576478.0, 1050254.0, 469631.0, 1096946.0, 2730922.0, 996808.0]",4.097441404595953,551.0,2.741151598851785
examinator,ˌɛksaːminˈaːtɔr,ɛk - saː - mi - naː - tɔr,115.0,124785.0,43064.0,"['ex', 'xa', 'am', 'mi', 'in', 'na', 'at', 'to', 'or']","[248636.0, 47762.0, 930317.0, 342154.0, 2264626.0, 523332.0, 996808.0, 2236591.0, 2597583.0]",2.2585923138586983,7.0,0.8450980400142568
overtuigt,ˌoːvərtˈœyxt,oː - vər - tœyxt,1593.0,61458.0,28686.33333333333,"['ov', 've', 'er', 'rt', 'tu', 'ui', 'ig', 'gt']","[145547.0, 1767776.0, 6799370.0, 1154116.0, 118674.0, 687028.0, 960409.0, 21874.0]",3.2693161792504712,81.0,1.9084850188786497
imponerend,ˌɪmpoːnˈɪːrənt,ɪm - poː - nɪː - rənt,34.0,52355.0,15995.5,"['im', 'mp', 'po', 'on', 'ne', 'er', 're', 'en', 'nd']","[1019572.0, 51276.0, 490468.0, 2451854.0, 1475977.0, 6799370.0, 1607974.0, 8542439.0, 2576478.0]",2.531593585922436,14.0,1.146128035678238
spits,spˈɪts,spɪts,6.0,6.0,6.0,"['sp', 'pi', 'it', 'ts']","[1518373.0, 1566256.0, 333345.0, 235160.0]",3.31929015421231,91.0,1.9590413923210936
trainer,trˈeːnər,treː - nər,3556.0,15839.0,9697.5,"['tr', 'ra', 'ai', 'in', 'ne', 'er']","[1199332.0, 2220035.0, 444826.0, 2264626.0, 1475977.0, 6799370.0]",3.9081705429789477,356.0,2.5514499979728753
opstelde,ˈɔpstɛldə,ɔp - stɛl - də,2363.0,520318.0,243697.0,"['op', 'ps', 'st', 'te', 'el', 'ld', 'de']","[976321.0, 133657.0, 2307098.0, 3522714.0, 4671207.0, 840998.0, 2559661.0]",2.3555023268667545,9.0,0.9542425094393249
cruciale,krˈyʃaːlə,kry - ʃaː - lə,861.0,855914.0,288668.3333333333,"['cr', 'ru', 'uc', 'ci', 'ia', 'al', 'le']","[70853.0, 1082518.0, 94927.0, 1877307.0, 112581.0, 2558689.0, 4397946.0]",3.212834823298023,71.0,1.8512583487190752
training,trˈeːnɪŋ,treː - nɪŋ,15839.0,34016.0,24927.5,"['tr', 'ra', 'ai', 'in', 'ni', 'in', 'ng']","[1199332.0, 2220035.0, 444826.0, 2264626.0, 638298.0, 2264626.0, 2927082.0]",4.307810336528879,895.0,2.951823035315912
gemist,ɣəmˈɪst,ɣə - mɪst,80.0,805074.0,402577.0,"['ge', 'em', 'mi', 'is', 'st']","[3692145.0, 924741.0, 342154.0, 3439538.0, 2307098.0]",4.868586687331899,3258.0,3.5129510799724906
niemand,nˈimɑnt,ni - mɑnt,89403.0,1034412.0,561907.5,"['ni', 'ie', 'em', 'ma', 'an', 'nd']","[638298.0, 2076673.0, 924741.0, 957657.0, 4143386.0, 2576478.0]",5.849378437719578,31179.0,4.493862182005922
wist,ʋˈɪst,ʋɪst,26680.0,26680.0,26680.0,"['wi', 'is', 'st']","[658045.0, 3439538.0, 2307098.0]",5.770425561044579,25996.0,4.414906528295034
gevaarlijke,ɣəvˈaːrləkə,ɣə - vaːr - lə - kə,8160.0,855914.0,585039.25,"['ge', 'ev', 'va', 'aa', 'ar', 'rl', 'li', 'ij', 'jk', 'ke']","[3692145.0, 317289.0, 313419.0, 2730922.0, 1754491.0, 344538.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",4.332768539294047,948.0,2.976808337338066
tornado,tɔrnˈaːdoː,tɔr - naː - doː,8000.0,124785.0,48712.0,"['to', 'or', 'rn', 'na', 'ad', 'do']","[2236591.0, 2597583.0, 503424.0, 523332.0, 474501.0, 394555.0]",3.5344792741599242,150.0,2.1760912590556813
